id,name,amount,abstract,address,ref_number,university,year,area,survive,social_media,phone_call,No_members,No_alumni,No_professor,No_undergrad,No_postgrad,No_other,Employee,private_fund,Sciencepark
259,InReader Limited,0.1,"InReader is an intelligent system which utilizes cloud computing power with sophisticated algorithm providing predictive supplementary information to enhance end user reading experience. In contrast to the functions of conventional dictionaries, InReader differs by having an ""Interactive, Intelligent and Innovative"" way to improve users' English comprehension level, ultimately making the learning and knowledge acquisition process a pleasant journey. 
 
 We aim to provide a leading software suite for enhancing individual's English reading experience. It is an individual based with interactive learning power to fit for user's vocabulary level. We plan to sell ""InReader"" under a SaaS business model, where use of our service is provided on a subscription basis. We can also cater for large scale operations, such as government entities, educational institutions or various firms and businesses on enterprise licenses basis.","Unit 308-313, 3/F, Enterprise Place, No.5 Science Park West Avenue, Science Park, Shatin, N.T.",TSSSU/PolyU/16/03,Poly,2016,Information and Communication Technologies,1,0,1,2,1,0,0,0,1,,0,0
260,Look Incorporation Limited,0.1,"""Look"" will become one of the biggest companies of the channel in mobile advertisement industry. Look will provide the most powerful and easy-to-use functions and tools for clients to obtain the marketing big data. ""Look"" will be used in daily life for most industries.","917, One Mid Town, No. 11, Hoi Shing Road, Tsuen Wan",TSSSU/PolyU/16/04,Poly,2016,Information and Communication Technologies,1,0,0,3,3,0,0,0,0,1,0,0
261,MCTIPSS LIMITED,0.1,"We strive to provide Tutors, Parents and Students with effective, simple and easy-to-use solutions to manage the administration aspect of teaching and learning.","Unit 308-313, 3/F, Enterprise Place, No.5 Science Park West Avenue, Hong Kong Science Park, Shatin, N.T.",TSSSU/PolyU/16/05,Poly,2016,Information and Communication Technologies,0,0,0,3,1,0,0,0,2,,0,0
262,Microenergy Development Limited,0.1,"Microenergy Development Limited, is a biofuel solution provider which is leading the way in developing a small-scale, efficient and effective biodiesel processing equipment. The system is designed for local fuel consumers pursuing to utilize a wide range of low grade feedstocks available in their region. It is a continuous-flow production integrating all processes into a single package. Our unique solution can serve as a tool in facilitating biodiesel production in a very cost-competitive way.","Rm EF403, Chan Sui Wai Building, The Hong Kong Polytechnic University, Hunghom, Kowloon.",TSSSU/PolyU/16/06,Poly,2016,Advanced Manufacturing/Process Development,0,0,0,3,1,0,0,1,1,,0,0
263,MineCos Limited,0.1,"MineCos is a free mobile application. Based on advanced text and data mining techniques, MineCos provides personalized cosmetic analysis and recommendation based on the users' own skin type, the ingredients of the products and other information. The skin type will be diagnosed by a set of questionnaire, which is widely used in the medical research field. We have an integrated database of the cosmetic products on market, including their basic information and most importantly, ingredients. Based in the ingredients, a product analysis algorithm is developed together with cosmetic experts.","22nd, Lockhart str, Wan Chai",TSSSU/PolyU/16/07,Poly,2016,Information and Communication Technologies,1,1,0,2,1,0,0,1,0,,0,0
264,Nearko Limited,0.1,NA,-,TSSSU/PolyU/16/08,Poly,2016,Information and Communication Technologies,1,0,0,7,2,1,0,3,1,1,0,0
265,Vision Science and Technology Company Limited,1.1,"Vision Science and Technology Company Limited Company is founded in 2016 by the alumni, professor and researcher of Optometry School of The Hong Kong Polytechnic University. The aim of the company is to provide advance optometric products that can improve the life quality of human. We are going to search potential projects in the researching institutes, schools and universities, through IP licensing and / or co-operation to develop high technology product which can benefit to the community. The first project is to develop product with IP us7506983b2 which is owned by The Hong Kong Polytechnic University. The product is called DISC SH which is one of the most advance MYOPIA CONTROL optic devices in the world. Other that this we are going to develop other myopia control device lenses with other materials. Presbyopia correction lenses and other Specialty lenses are under development.","41 LA, Tower, 2 The Capitol, Lohas Park, Tseung Kwan O, Hong Kong",TSSSU/PolyU/16/09,Poly,2016,Biotechnology,1,0,0,3,2,1,0,0,0,3,0,0
266,Ultimate Sports Hub Limited,0.1,"CoachUs's mission is to make sports for all. We empower people to lead to a happy and healthier lifestyle through sports coach matching and intelligent health data analysis.
 
 Key functions:
 
 1. Train with your pro: In CoachUs, we include the best sports coaches / personal trainers and also feature a wide range of professional athletes. Booking and payment could be done online easily and you can receive regular training progress report from coach.
 
 2. Enroll in the hottest sports training class: You can find and reserve your spot in the hottest and coolest training classes in town. They are offered by boutique studios and various hidden gems in city. Users can reserve and pay online through our platform.
 
 3. Smart health data analysis: We always have a desire to know more our body. With our expertise in sports medicine and health science, we are transferring our advanced knowledge to the public by analyzing the data extracted from their health trackers. Using our intelligent data analysis technology, coach can design exercise program for individual users to fit their needs . We could recommend suitable exercise and course for the users, based on their health condition and body build.","Mailbox 43, Incu-App, 3/F, Enterprise Place, 5 Science Park West Avenue, Science Park",TSSSU/PolyU/16/10,Poly,2016,Information and Communication Technologies,1,0,0,3,1,0,0,0,2,,0,0
267,CoDeco Technology Limited (Formerly known as Hocfu Technology Limited),1,"Codeco (previously known as Hocfu) is an intermediary platform not just providing matching for renovation, but a complete experience that aims to automate and standardize this long term and complicated process into easy and manageable steps through technology to make the lives of both contractors and customers easier. We are working in developing mobile apps for both contractors and customers connecting to our centralized CRM system in not only matching contractors and customers, but also providing an interface for both sides in managing the communication and the projects itself. We prescreen and work with only quality contractors who are in need and empower them with our technology and customer service team in helping them to close different projects with customers we acquired from our extensive marketing effort.
 
 We believe we are not just improving the efficiency of renovation and the utilization of labor resource for contractors, better users experience for customers, but also improving the ecosystem in home renovation industry.","L1 The Sparkle, 500 Tung Chau Street, Cheung Sha Wan, kowloon",TSSSU/PolyU/16/11,Poly,2016,Information and Communication Technologies,1,1,0,3,2,0,0,0,1,31,0,0
268,Next Wifi Technologies Limited,1,"NextWiFi as the start-up is engaged in the Wi-Fi value-added service business, and focus on the Wi-Fi value-added service product R&D and marketing promotion. Our product can be commercialized in the place like the employee dormitory, exhibition center, shopping mall etc. for the internet data traffic sales, We-Chat based advertisement, Big data solution business etc in addition to the basic internet access. Our contracted clients or partners include carrier operator like China Unicom, new media operator like HongKong AdWiFi and chain store like MDW etc.","Unit 503, 5/F, Tower 2, Lippo Centre, 89 Queensway, Admiralty, Hong Kong",TSSSU/PolyU/16/12,Poly,2016,Information and Communication Technologies,1,0,0,3,1,0,0,1,1,,0,0
